I,NAME,COMPOSER,FITNESS,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,,,,,,,,,,,,,,
153,Uitwykelingslied (Uebersiedlungslied),,-0.162619984,0.403571429,-0.35,-1,0.119047619,0.052631579,-0.023255814,0,-0.2,-0.041666667,0.726410844,0.150641026,,,,,,,,,,,,,,
154,Der Ritt durch den Wald,,0.699454679,0.494444444,-0.018518519,-1,0.175438596,0.08490566,0,-0.040540541,-0.037037037,-0.035185185,0.681570227,0.394377032,,,,,,,,,,,,,,
155,Lockung,,0.88194548,0.669480519,0.136363636,-1,0.555555556,0.023809524,-0.023809524,-0.023809524,0,-0.098484848,0.4533884,0.189451741,,,,,,,,,,,,,,
156,Gerstebinden,,-0.341334428,0.407407407,-0.277777778,-1,-0.048387097,0.014285714,0,-0.02173913,-0.111111111,-0.12962963,0.439127717,0.38648948,,,,,,,,,,,,,,
157,Goldringlein,,2.680682875,0.616666667,0.1,0.5,0.5,0.076923077,0,-0.204545455,0,0,0.905781697,0.185856889,,,,,,,,,,,,,,
158,Brauns Maegdelein,,3.833021812,0.705882353,0.382352941,1,0.447368421,0.212121212,0,0,-0.176470588,-0.053921569,0.893627627,0.422061415,,,,,,,,,,,,,,
159,"Krauserlin, Mauserlin",,0.461302923,0.432098765,-0.185185185,-1,0.177777778,0.018867925,0,0,-0.185185185,-0.148148148,0.854868977,0.496207997,,,,,,,,,,,,,,
160,"Krauserlin, Mauserlin",,0.135559916,0.37654321,-0.259259259,-1,-0.057692308,0.028301887,0,0,-0.185185185,-0.12345679,0.800397938,0.555910424,,,,,,,,,,,,,,
161,Murr nur nit!,,0.937281876,0.53125,0.078125,-1,0.133333333,0.023809524,0,0,-0.09375,-0.109375,0.9425752,0.431313819,,,,,,,,,,,,,,
162,Huete du dich!,,2.963511258,0.646666667,0.18,0.5,1,0.06122449,0,-0.369565217,0,-0.146666667,0.808757455,0.28309453,,,,,,,,,,,,,,
163,Von einem stolzen Dirnelein,,2.36584232,0.848484848,0.363636364,-1,0.896551724,0.093023256,0,0,0,-0.128787879,0.934226332,0.358707675,,,,,,,,,,,,,,
164,Von einem stolzen Dirnelein,,1.874017028,0.714285714,0.5,-1,0.52,0.038461538,0,0,0,-0.228571429,0.938897243,0.390943961,,,,,,,,,,,,,,
165,Mahnung der Liebe,,1.200403297,0.527777778,0.15,-1,0.125,0.093220339,0,-0.022222222,-0.2,-0.033333333,0.691872464,0.868088272,,,,,,,,,,,,,,
166,Stete Liebe,,0.493001762,0.544444444,0.266666667,-1,0.1875,0.017241379,0,-0.029411765,0,-0.066666667,0.398313235,0.174914467,,,,,,,,,,,,,,
167,Stuebelein,,2.551588389,0.727011494,0.224137931,0.5,0.25,0.105263158,-0.016393443,-0.229508197,0,0,0.746621624,0.244455821,,,,,,,,,,,,,,
168,Farben - Lied,,0.964659102,0.574074074,0.037037037,-1,0.369565217,0.08490566,0,-0.044776119,-0.148148148,-0.080246914,0.840935568,0.331312727,,,,,,,,,,,,,,
169,Dunkles Woelklein,,0.297722532,0.427083333,0.03125,-1,0,0.016129032,-0.035714286,0,0,-0.09375,0.741606218,0.211118234,,,,,,,,,,,,,,
170,Liebesklage,,0.719779893,0.426923077,-0.038461538,-1,0.171052632,0.078431373,-0.017241379,0,0,-0.096153846,0.82565878,0.369570797,,,,,,,,,,,,,,
171,Die hoechste Freud,,1.23289732,0.568181818,0.090909091,-1,0.193877551,0.139534884,0,0,-0.318181818,-0.015151515,0.915730634,0.657996675,,,,,,,,,,,,,,
172,Vor Zeiten und jetzt,,0.624715837,0.494871795,-0.153846154,-1,0.125,0.009803922,0,-0.012987013,-0.115384615,-0.133974359,0.825276759,0.585955503,,,,,,,,,,,,,,
173,Elend hat mich umfangen,,0.851837,0.566666667,0.066666667,-1,0.125,0.016949153,0,-0.46031746,0,-0.116666667,1,0.653538641,,,,,,,,,,,,,,
174,Das arme Maegdlein,,0.536249956,0.382777778,-0.15,-1,0.086734694,0.127118644,0,-0.018181818,-0.266666667,-0.069444444,0.903992548,0.539919221,,,,,,,,,,,,,,
175,Das arme Maegdlein,,0.606592415,0.416666667,-0.145833333,-1,0.046052632,0.010638298,0,0,0,-0.104166667,0.926212308,0.457022511,,,,,,,,,,,,,,
176,Nachreue,,3.184822838,0.723529412,0.205882353,0.5,0.5,0.03030303,0,0,0,-0.183333333,0.878406027,0.53003535,,,,,,,,,,,,,,
177,Absage,,-0.049052989,0.351111111,-0.3,-1,-0.141304348,0.034482759,0,0,0,-0.191111111,0.698334513,0.499434087,,,,,,,,,,,,,,
178,Untreue,,0.539998313,0.478395062,-0.037037037,-1,0.118421053,0.056603774,0,-0.031746032,-0.037037037,-0.043209877,0.755580158,0.280028249,,,,,,,,,,,,,,
179,Untreue,,0.443155845,0.398148148,-0.166666667,-1,0.070175439,0.014285714,0,0,0,-0.064814815,0.868207545,0.323820481,,,,,,,,,,,,,,
180,Klage ueber Untreue,,2.749542889,0.603333333,0.25,0.5,0.240384615,0.230769231,0,-0.046875,-0.2,-0.035,0.71519295,0.491737759,,,,,,,,,,,,,,
181,Feinslieb von Flandern,,0.418934155,0.363095238,-0.321428571,-1,0.085365854,0,0,0,0,-0.041666667,0.943899344,0.389668957,,,,,,,,,,,,,,
182,"Venus, du und dein Kind",,1.425910375,0.608974359,0.307692308,-1,0.397435897,0.04,0,0,0,-0.08974359,1,0.161551401,,,,,,,,,,,,,,
183,"Venus, du und dein Kind",,0.502878868,0.535714286,-0.107142857,-1,0.22972973,0,0,0,-0.214285714,-0.089285714,0.923653388,0.224495751,,,,,,,,,,,,,,
184,"Venus, du und dein Kind",,0.48172526,0.517857143,-0.071428571,-1,0.151515152,0.018518519,0,0,-0.142857143,-0.101190476,0.881258526,0.228052112,,,,,,,,,,,,,,
185,Liebeslied,,1.204043289,0.625,0.022727273,-1,0.346938776,0.11627907,0,0,0,-0.045454545,0.779138861,0.359413855,,,,,,,,,,,,,,
186,Liebeslied,,1.225338822,0.62254902,0.058823529,-1,0.39,0.106060606,0,0,0,-0.073529412,0.762021223,0.359413855,,,,,,,,,,,,,,
187,Liebeslied,,0.593842257,0.473484848,0.022727273,-1,0.115384615,0.081395349,0,-0.056603774,-0.045454545,-0.041666667,0.707597362,0.336977795,,,,,,,,,,,,,,
188,Abfertigung,,0.219084879,0.416666667,-0.1875,-1,0.138888889,0.032258065,0,0,-0.125,-0.234375,0.983418367,0.194727891,,,,,,,,,,,,,,
189,Nesselkranz,,-0.197532775,0.333333333,-0.307692308,-1,-0.03125,0.02,0,0,0,-0.205128205,0.821597026,0.171607378,,,,,,,,,,,,,,
190,Zur Johannisfeier,,0.094488017,0.392857143,-0.357142857,-1,0.105263158,0,0,0,0,0,0.746298098,0.207212476,,,,,,,,,,,,,,
191,Keinen Schreiber,,-0.208492359,0.416666667,-0.204545455,-1,-0.009615385,0.058139535,0,-0.015151515,-0.136363636,-0.200757576,0.600739035,0.282395971,,,,,,,,,,,,,,
192,Der Mutter und Tochter dasselbe gefaellt,,0.266998444,0.333333333,-0.166666667,-1,0.016666667,0,0,0,0,-0.083333333,0.881298738,0.285699706,,,,,,,,,,,,,,
193,Der Mutter Warnung,,0.93881604,0.402298851,-0.068965517,-1,0.16,0.070175439,0,0,0,0,0.996721311,0.378585956,,,,,,,,,,,,,,
194,Letzter Versuch,,2.873741865,0.686111111,0.333333333,0.5,0.410714286,0.108695652,0,-0.055555556,0,-0.169444444,0.531779944,0.528107539,,,,,,,,,,,,,,
195,Heirathslust,,-0.454113454,0.305555556,-0.277777778,-1,-0.017857143,0.058823529,0,-0.032258065,0,-0.166666667,0.54273378,0.133333333,,,,,,,,,,,,,,
196,Brautwerbung,,1.081658437,0.520833333,0,-1,0.25,0.095744681,-0.036144578,0,0,-0.288194444,0.967019667,0.572399779,,,,,,,,,,,,,,
197,Die alte Schwieger und die Schnur,,1.774114275,0.635416667,0.5,-1,0.46,0.333333333,0,0,0,-0.104166667,0.688661377,0.260869565,,,,,,,,,,,,,,
198,Habenichts will freien,,0.886627448,0.481060606,0.045454545,-1,0.104651163,0.046511628,-0.01754386,0,-0.090909091,0,0.962250859,0.355151598,,,,,,,,,,,,,,
199,Schlaefert dich noch?,,1.301005589,0.461538462,0.192307692,-1,0.05,0,0,0,-0.153846154,-0.076923077,0.903096179,0.924832486,,,,,,,,,,,,,,
200,Brautlied,,0.263365356,0.375,-0.125,-1,0.157894737,0.043478261,0,0,-0.083333333,-0.104166667,0.783276142,0.216216216,,,,,,,,,,,,,,
201,Nonnenklage,,0.557979507,0.396666667,-0.18,-1,0.078125,0.071428571,-0.027027027,0,-0.04,-0.113333333,0.937445489,0.43467414,,,,,,,,,,,,,,
202,Herori matori!,,0.778753855,0.583333333,0.027777778,-1,0.34,0.128571429,0,0,0,-0.203703704,0.847219464,0.055555556,,,,,,,,,,,,,,
203,Rautenstraeuchlein oder Traum eines Ehemannes,,1.227285778,0.609259259,0.222222222,-1,0.434210526,0.057142857,0,-0.018867925,-0.055555556,-0.159259259,0.631232185,0.506901467,,,,,,,,,,,,,,
204,Nach den Flitterwochen oder das boese Weib,,3.084359849,0.604166667,0.175,1,0.309090909,0.128205128,0,0,-0.2,-0.0875,0.747868304,0.40752884,,,,,,,,,,,,,,
205,Missheirath,,0.402521094,0.413043478,-0.173913043,-1,0.092857143,0.044444444,0,0,-0.304347826,-0.170289855,0.926231241,0.574495512,,,,,,,,,,,,,,
206,Vogelhochzeit,,-0.202769505,0.31372549,-0.147058824,-1,-0.159090909,0,0,-0.028571429,0,-0.029411765,0.688850699,0.158787232,,,,,,,,,,,,,,
207,Ich fahr dahin,,3.627241422,0.753968254,0.357142857,1,0.5,0.12195122,-0.024390244,0,0,-0.095238095,0.913166405,0.100641026,,,,,,,,,,,,,,
208,Meiden,,0.710969902,0.513043478,0.108695652,-1,0.172413793,0.011111111,0,-0.028985507,-0.130434783,-0.065217391,0.782866414,0.347477134,,,,,,,,,,,,,,
209,Abschied von Insbruck,,0.696479925,0.548888889,0.1,-1,0.125,0.120689655,0,0,-0.333333333,-0.016666667,0.702615455,0.449285926,,,,,,,,,,,,,,
210,Vom christlichen Abschied aus dieser Welt,,1.247878016,0.522222222,0.066666667,-1,0.244680851,0.120689655,0,0,0,-0.033333333,0.79545872,0.531493234,,,,,,,,,,,,,,
211,Abendlied,,3.075710386,0.628205128,0.076923077,0.5,0.394736842,0,0,0,-0.076923077,-0.134615385,1,0.687383801,,,,,,,,,,,,,,
212,Abschied,,1.119947959,0.502873563,-0.051724138,-1,0.303921569,0.061403509,-0.013513514,-0.013513514,-0.068965517,-0.060344828,0.789925433,0.669885395,,,,,,,,,,,,,,
213,Abschied,,0.541075115,0.458333333,-0.230769231,-1,0.069767442,0.049019608,0,-0.067567568,-0.076923077,-0.067307692,0.657796044,0.748726256,,,,,,,,,,,,,,
214,Sehnsucht,,0.491646471,0.484259259,0.138888889,-1,0.067567568,0.028571429,0,0,-0.166666667,-0.041666667,0.810400453,0.170292208,,,,,,,,,,,,,,
215,Wanderlied,,1.374513608,0.579710145,0.130434783,-1,0.442307692,0.2,0,0,-0.173913043,-0.123188406,0.891094781,0.428067656,,,,,,,,,,,,,,
216,Das Lied vom Scheiden,,0.403941309,0.586,0.06,-1,0.106382979,0.051020408,0,-0.03030303,-0.08,-0.078,0.57197553,0.216865423,,,,,,,,,,,,,,
217,Scheidelied,,0.747956829,0.542307692,0.192307692,-1,0.15625,0.049019608,0,-0.043478261,-0.230769231,-0.115384615,0.683191964,0.51451198,,,,,,,,,,,,,,
218,Mailust und Abschied,,0.901562062,0.512345679,0.185185185,-1,0.268656716,0.037735849,0,-0.026315789,-0.185185185,-0.154320988,0.845281009,0.418179586,,,,,,,,,,,,,,
219,Kein groesser Leiden als Scheiden,,-0.510345828,0.205411255,-0.545454545,-1,-0.197674419,0,0,0,-0.181818182,-0.111471861,0.890525287,0.430136638,,,,,,,,,,,,,,
220,Abschied beim Wegzuge,,0.115422395,0.261111111,-0.333333333,-1,-0.076923077,0.088235294,0,0,0,-0.027777778,0.624714356,0.579395822,,,,,,,,,,,,,,
221,Abschiedsstunde,,0.980157347,0.65530303,0.272727273,-1,0.25,0.104651163,0,-0.035714286,-0.136363636,-0.060606061,0.54926663,0.380893234,,,,,,,,,,,,,,
222,Kranzsingen,,1.776058057,0.582010582,0,0.5,0.1,0.058823529,0,0,-0.333333333,-0.155555556,0.780984636,0.243128198,,,,,,,,,,,,,,
223,Kranzsingen,,1.888463033,0.564814815,0.166666667,0.5,-0.25,0.029411765,0,0,-0.222222222,-0.111111111,0.908604269,0.302298851,,,,,,,,,,,,,,
224,Kranzsingen,,2.371058438,0.642592593,0.222222222,0.5,0.423076923,0.088235294,0,0,-0.333333333,-0.105555556,0.775554166,0.158266129,,,,,,,,,,,,,,
225,Kranzsingen,,1.250173741,0.6,0.166666667,-1,0.292682927,0.029411765,0,0,0,-0.144444444,0.838120683,0.467736144,,,,,,,,,,,,,,
226,Sommergewinn,,0.520737353,0.452380952,0.035714286,-1,0.1,0.074074074,0,0,0,-0.142857143,0.841425184,0.16,,,,,,,,,,,,,,
227,Buchsbaum und Felbinger,,0.328090706,0.494444444,0.111111111,-1,0.214285714,0,0,0,0,-0.211111111,0.524199257,0.19516129,,,,,,,,,,,,,,
228,Buchsbaum und Felbinger,,-0.424534389,0.433333333,-0.107142857,-1,-0.019230769,0,0,-0.052631579,-0.142857143,-0.160714286,0.448948949,0.175759963,,,,,,,,,,,,,,
229,Buchsbaum und Felbinger,,0.139430917,0.352941176,-0.029411765,-1,-0.2,0,0,0,0,-0.088235294,0.962860876,0.141275923,,,,,,,,,,,,,,
230,Alter Reihentanz um das erste Veilchen,,0.746868475,0.575757576,0.090909091,-1,0.370967742,0.119047619,0,0,0,-0.257575758,0.714517998,0.133244207,,,,,,,,,,,,,,
231,Alter Reihen um das erste Veilchen,,0.524841927,0.416666667,0.045454545,-1,0.14,0.047619048,0,0,-0.090909091,-0.174242424,0.795425596,0.344827586,,,,,,,,,,,,,,
232,Alter Reihen um das erste Veilchen,,-0.883272651,0.057692308,-0.692307692,-1,-0.41025641,0.08,0,0,0,-0.333333333,0.987878788,0.42705369,,,,,,,,,,,,,,
233,Kranzsingen,,2.095567415,0.612962963,0.277777778,0.5,0,0,0,0,-0.333333333,-0.138888889,0.945517241,0.231531655,,,,,,,,,,,,,,
234,Abendreihen,,1.543937721,0.59375,0.1875,-1,0.333333333,0.080645161,0,-0.025641026,0,-0.21875,0.764851158,0.828249094,,,,,,,,,,,,,,
235,Abendreihen,,3.663550396,0.666666667,0.291666667,1,0.482758621,0.195652174,0,0,0,-0.097222222,0.792532357,0.331496133,,,,,,,,,,,,,,
236,Abendreihen,,-0.494510531,0.307291667,-0.40625,-1,-0.25,0,0,-0.064516129,-0.125,0,0.642458844,0.401505088,,,,,,,,,,,,,,
237,Abendreihen,,1.055098989,0.637254902,0.264705882,-1,-0.1,0.03030303,0,0,-0.235294118,0,0.960430108,0.497699185,,,,,,,,,,,,,,
238,Ringeltanz,,1.278720698,0.452380952,0.071428571,-1,0.203125,0.048780488,0,0,0,-0.166666667,0.911445993,0.758226361,,,,,,,,,,,,,,
239,Ringeltanz,,3.037135195,0.676470588,0.117647059,1,0.447368421,0.060606061,0,0,0,-0.284313725,0.79489095,0.224465842,,,,,,,,,,,,,,
240,Ringeltanz,,0.941849964,0.622222222,0.233333333,-1,0.340909091,0.086206897,0,0,-0.133333333,-0.1,0.605474717,0.287037037,,,,,,,,,,,,,,
241,Ein Abendreihen vom Herrn Christo,,0.71644519,0.53030303,-0.045454545,-1,0.228571429,0.19047619,0,0,0,-0.189393939,0.868609693,0.133333333,,,,,,,,,,,,,,
242,Abendreihen mit Kranzsingen,,0.110656683,0.487878788,0,-1,0.097222222,0.047619048,0,0,-0.181818182,-0.172727273,0.636450334,0.196031746,,,,,,,,,,,,,,
243,Scherzlied,,2.709963538,0.75,0.166666667,0.5,0.571428571,0.058823529,0,0,0,-0.398148148,0.881298738,0.17989418,,,,,,,,,,,,,,
244,"Susanna, willt du mit?",,0.718163315,0.403846154,-0.115384615,-1,0.271428571,0.04,0,0,0,-0.134615385,0.976638655,0.276249934,,,,,,,,,,,,,,
245,"Susanna, willt du mit?",,0.484492173,0.391025641,-0.230769231,-1,0.154761905,0.08,0,0,0,-0.153846154,0.994444444,0.248875567,,,,,,,,,,,,,,
246,Baenkelsaengerlied,,1.847455481,0.694444444,0.433333333,-1,0.571428571,0.034482759,0,0,0,-0.405555556,1,0.519321929,,,,,,,,,,,,,,
247,Springtanz der Ditmarsen,,0.734473549,0.396969697,0,-1,0.238095238,0,0,0,-0.090909091,-0.053030303,0.546229132,0.697118876,,,,,,,,,,,,,,
248,Unmoegliche Dinge,,2.09823769,0.590909091,-0.045454545,0.5,0.371428571,0.095238095,0,0,-0.181818182,-0.159090909,0.762843425,0.164182144,,,,,,,,,,,,,,
249,Lied zum langen Tanz der Ditmarsen,,1.147739073,0.583333333,0.166666667,-1,0.306451613,0.088235294,0,0,0,-0.166666667,0.962860876,0.206857957,,,,,,,,,,,,,,
250,Altes Tanzlied der Ostfriesen,,0.606636421,0.357142857,-0.166666667,-1,0.068181818,0,0,0,0,-0.095238095,0.954060139,0.489156368,,,,,,,,,,,,,,
251,Die Bauern von St. Poelten,,0.158026069,0.442307692,-0.115384615,-1,0.083333333,0,0,-0.097560976,-0.153846154,0,0.893202393,0.105974395,,,,,,,,,,,,,,
252,Das Kchuehorn,,2.016909826,0.735964912,0.460526316,-1,0.635135135,0.026666667,0,0,-0.052631579,-0.242982456,0.935772169,0.518458663,,,,,,,,,,,,,,
253,Der Schaefer von der neuen Stadt,,2.189786703,0.626666667,0.14,0.5,0,0.020408163,-0.019607843,-0.274509804,0,-0.16,0.851176553,0.505652967,,,,,,,,,,,,,,
254,Tanzlied des 15. Jahrhunderts,,1.773556454,0.628888889,0.144444444,-1,0.356481481,0.101123596,0,-0.02962963,-0.022222222,-0.282962963,0.905186597,0.972246262,,,,,,,,,,,,,,
255,Nachbildung eines alten Mai- und Tanzspielliedes aus der Schweiz,,0.271855248,0.443181818,-0.113636364,-1,0.041666667,0.069767442,0,-0.03125,-0.227272727,-0.022727273,0.755311501,0.356814184,,,,,,,,,,,,,,
256,Tanzlied im Mai,,0.393573588,0.397530864,-0.277777778,-1,0.141975309,0.037735849,0,0,-0.037037037,-0.240123457,0.83425488,0.537014958,,,,,,,,,,,,,,
257,Volksmeldie des 14. Jahrhunderts,,0.257879239,0.429487179,-0.230769231,-1,0.131578947,0.08,-0.022727273,-0.068181818,0,-0.012820513,0.607016678,0.344295269,,,,,,,,,,,,,,
258,Rumpel nit!,,0.56844884,0.5,0.083333333,-1,0.052631579,0,0,-0.024390244,0,-0.243055556,0.973647676,0.226282051,,,,,,,,,,,,,,
259,Rumpel nit!,,1.702075425,0.6875,0.25,0.5,0,0.066666667,0,-0.428571429,0,-0.25,0.722634033,0.153846154,,,,,,,,,,,,,,
260,Tanz- und Scherzliedchen,,1.227394857,0.606060606,0.090909091,-1,0.413043478,0.104651163,0,0,0,-0.257575758,0.905441461,0.364864816,,,,,,,,,,,,,,
261,Henslein,,2.661690088,0.538461538,0.153846154,1,0.222222222,0.12,0,0,-0.076923077,-0.256410256,0.678287596,0.28220591,,,,,,,,,,,,,,
262,Der lustige Bauer,,1.025412981,0.519230769,0.173076923,-1,0.426470588,0.049019608,0,-0.035714286,0,-0.173076923,0.670532695,0.395873606,,,,,,,,,,,,,,
263,Der Vorreihen,,1.738660267,0.669791667,0.34375,-1,0.4375,0.119047619,-0.012658228,0,-0.09375,-0.020833333,0.845792906,0.450019637,,,,,,,,,,,,,,
264,Tanzlied,,0.509693531,0.5,-0.176470588,-1,0.083333333,0.060606061,0,0,-0.235294118,-0.117647059,0.87217895,0.522986951,,,,,,,,,,,,,,
265,Alte niederlaendische Tanzmelodie,,-0.107866192,0.283333333,-0.433333333,-1,-0.133333333,0.051724138,0,0,0,-0.316666667,0.956480578,0.483929092,,,,,,,,,,,,,,
266,Albas Vertreibung,,1.590716275,0.683333333,0.3,-1,0.5,0,0,0,0,-0.316666667,0.965571487,0.458478121,,,,,,,,,,,,,,
267,Tanzlied,,0.228594869,0.40625,-0.28125,-1,0.027027027,0.016129032,0,0,0,-0.25,0.768559289,0.54187952,,,,,,,,,,,,,,
268,Alter Sommerwendfest - Tanz,,-0.367796805,0.371212121,-0.363636364,-1,0.014705882,0.047619048,0,-0.027027027,-0.090909091,-0.181818182,0.718359329,0.143697479,,,,,,,,,,,,,,
269,Alter Hochzeitstanz,,-0.72540747,0.232692308,-0.538461538,-1,-0.086956522,0,0,-0.018518519,-0.076923077,-0.235897436,0.685084118,0.313573196,,,,,,,,,,,,,,
270,Tandernack,,1.290303512,0.6875,0.15625,-1,0.428571429,0.096774194,0,0,0,-0.375,1,0.29620789,,,,,,,,,,,,,,
271,Tandernack up dem Rhin,,0.187990196,0.541666667,0,-1,0.0625,0.133333333,-0.055555556,-0.055555556,0,-0.0625,0.443954248,0.180147059,,,,,,,,,,,,,,
272,Gelamors,,0.825822695,0.505829228,-0.00862069,-1,0.127272727,0.060869565,-0.005464481,-0.092896175,0,-0.079638752,0.844860592,0.47361068,,,,,,,,,,,,,,
273,Der Botenbube,,0.493129412,0.428703704,-0.083333333,-1,0.154545455,0,-0.015384615,-0.015384615,0,-0.166666667,0.745609508,0.445039976,,,,,,,,,,,,,,
274,Der Schwanendreher,,-0.544403346,0.125,-0.625,-1,-0.269230769,0,-0.013333333,0,0,-0.105833333,0.789192639,0.554801451,,,,,,,,,,,,,,
275,Deutscher dantz,,0.013888906,0.345238095,-0.205882353,-1,-0.096774194,0,0,0,-0.235294118,-0.044117647,0.777665122,0.473054,,,,,,,,,,,,,,
276,Die Katze auf dem Dach,,0.204370814,0.37037037,0,-1,-0.05,0,0,0,0,-0.111111111,0.715258075,0.27985348,,,,,,,,,,,,,,
277,An den Most,,1.585436127,0.557692308,0.192307692,-1,0.411764706,0.04,0,0,-0.076923077,0,0.891504782,0.569089716,,,,,,,,,,,,,,
278,Weingruss,,-0.322070164,0.388888889,-0.1,-1,-0.285714286,0,0,-0.095238095,0,-0.1,0.737703143,0.132290185,,,,,,,,,,,,,,
279,Vom edlen Rebensaft,,0.647852794,0.535714286,0,-1,0.15625,0.06097561,0,0,-0.285714286,-0.035714286,0.902495038,0.313846432,,,,,,,,,,,,,,
280,Beim Herumtrinken,,0.696827559,0.385964912,0,-1,0.083333333,0.027027027,0,0,-0.105263158,-0.061403509,0.953315405,0.413853548,,,,,,,,,,,,,,
281,Lasst uns fahrn nach Engelland zu!,,0.263746398,0.385964912,-0.315789474,-1,0.035087719,0.027027027,0,0,0,-0.114035088,0.865525665,0.379965635,,,,,,,,,,,,,,
282,Trinkreime,,3.103338292,0.576923077,0.115384615,1,0.34375,0.16,0,0,0,-0.230769231,0.846412573,0.291637258,,,,,,,,,,,,,,
283,Sauf - Messe,,0.048282555,0.4140625,-0.125,-1,0.034246575,0.015873016,0,-0.010869565,-0.09375,-0.203645833,0.719793511,0.297572351,,,,,,,,,,,,,,
284,Trinklied,,0.822924022,0.575320513,0.086538462,-1,0.344827586,0.029126214,0,-0.094117647,-0.038461538,-0.096153846,0.70692899,0.30891529,,,,,,,,,,,,,,
285,Der Rebner,,3.863161567,0.758333333,0.3,1,0.528571429,0.051282051,0,0,0,-0.383333333,0.966085947,0.64222214,,,,,,,,,,,,,,
286,So trinken wir alle,,1.216181874,0.566666667,0,-1,0.269230769,0.209677419,0,0,0,-0.179166667,0.731031009,0.618742677,,,,,,,,,,,,,,
287,Zecherlied,,-0.237790645,0.392857143,-0.19047619,-1,-0.115384615,0.048780488,0,0,-0.19047619,-0.079365079,0.661425315,0.234848485,,,,,,,,,,,,,,
288,Kannenlied,,0.05262434,0.386507937,0.071428571,-1,0.096491228,0.012195122,0,0,-0.333333333,-0.157936508,0.825622421,0.151648902,,,,,,,,,,,,,,
289,Abendlust,,0.404317547,0.348888889,-0.133333333,-1,-0.108333333,0,0,0,-0.266666667,-0.043333333,0.959125152,0.647970173,,,,,,,,,,,,,,
290,Abendlust,,-0.163940801,0.25,-0.5,-1,-0.113636364,0,0,0,-0.166666667,-0.333333333,0.888195734,0.811499828,,,,,,,,,,,,,,
291,Muscatellerlied,,1.532832355,0.605555556,0.3,-1,0.361111111,0.034482759,0,0,0,-0.261111111,1,0.492794041,,,,,,,,,,,,,,
292,Muscatellerlied,,0.298035853,0.4375,0.0625,-1,0.277777778,0.066666667,0,0,-0.125,-0.083333333,0.661924742,0,,,,,,,,,,,,,,
293,Alte Zecher - Melodie,,0.872317295,0.446236559,-0.080645161,-1,0.166666667,0.106557377,-0.016129032,0,0,-0.112903226,0.934466455,0.428067656,,,,,,,,,,,,,,
294,Der Fuerstenberger,,0.891736732,0.464285714,-0.071428571,-1,0.115942029,0,0,0,0,-0.158730159,0.934657559,0.60701016,,,,,,,,,,,,,,
295,Der Weinkenner,,2.530855644,0.62962963,0.222222222,0.5,0.25,0.056603774,-0.010989011,-0.142857143,0,-0.12962963,0.752698338,0.403177464,,,,,,,,,,,,,,
296,Trinklied,,3.038761902,0.675438596,0,1,0.210526316,0.108108108,0,-0.052631579,0,-0.070175439,0.671449609,0.496046291,,,,,,,,,,,,,,
297,Trink aus!,,0.906452232,0.579166667,-0.0625,-1,0.166666667,0.129032258,0,0,0,-0.147916667,0.696719462,0.545283845,,,,,,,,,,,,,,
298,Der Zechbruder,,-0.247540715,0.218253968,-0.333333333,-1,-0.041666667,0.036585366,0,0,-0.333333333,-0.035714286,0.897129909,0.344537661,,,,,,,,,,,,,,
299,Froehlich in Ehren,,0.342850672,0.402173913,-0.282608696,-1,0.094936709,0.011111111,0,0,0,-0.094202899,1,0.211440533,,,,,,,,,,,,,,
300,Der Schlaftrunk,,3.29903719,0.536458333,0.109375,1,0.156716418,0.126984127,0,-0.010752688,-0.15625,-0.125,0.926103463,0.735402537,,,,,,,,,,,,,,
301,Der trunkene Bruder,,0.188845708,0.387222222,-0.066666667,-1,0.041666667,0.042372881,0,-0.019607843,-0.266666667,-0.113333333,0.820426268,0.363432179,,,,,,,,,,,,,,
302,Martinslied,,-0.071118992,0.311403509,-0.236842105,-1,0.01,0.013513514,0,0,0,-0.228070175,0.865966656,0.192909611,,,,,,,,,,,,,,
303,Martinslied des 14. Jahrhunderts,,1.059338575,0.561594203,0.217391304,-1,0.227941176,0.055555556,-0.014925373,0,0,-0.086956522,0.926616177,0.172122054,,,,,,,,,,,,,,
304,Martinsgans,,0.990277604,0.554487179,0.076923077,-1,0.1953125,0.117647059,-0.012345679,0,-0.269230769,-0.048076923,0.895851617,0.479709544,,,,,,,,,,,,,,
305,Martinsgans,,0.90666637,0.611181139,0.176470588,-1,0.370588235,0.069306931,-0.006578947,-0.078947368,-0.098039216,-0.129901961,0.568278863,0.424308107,,,,,,,,,,,,,,
